ㄉㄨㄢˇ ㄌㄨˋ	短路 16
ㄉㄨㄢˇ ㄊㄨˊ	短途 2
ㄉㄨㄢˇ ㄓㄣ	短針 2
ㄉㄨㄢˇ ㄔㄤˊ	短長 6
ㄉㄨㄢˇ ㄧㄣ	短音 1
ㄉㄨㄢˇ ㄧㄣ ㄈㄨˊ	短音符 0
ㄉㄨㄢˇ ㄩㄣˋ	短韻 0
ㄉㄨㄢˇ ㄈㄚˇ	短髮 17
ㄞˇ ㄖㄣˊ	矮人 58
ㄞˇ ㄖㄣˊ ㄧ ㄐㄧㄝˊ	矮人一截 1
ㄞˇ ㄖㄣˊ ㄐㄧˋ	矮人祭 4
ㄞˇ ㄗˇ ㄉㄨㄥ ㄍㄨㄚ	矮仔冬瓜 1
ㄞˇ ㄉㄨㄥ ㄍㄨㄚ	矮冬瓜 1
ㄞˇ ㄉㄥˋ	矮凳 0
ㄞˇ ㄏㄨㄚˋ	矮化 44
ㄞˇ ㄗ˙	矮子 7
ㄞˇ ㄗ˙ ㄌㄜˋ	矮子樂 2
ㄞˇ ㄒㄧㄠˇ	矮小 33
ㄞˇ ㄨ	矮屋 1
ㄞˇ ㄌㄧㄣˊ	矮林 0
ㄞˇ ㄕㄨˋ	矮樹 3
ㄞˇ ㄕㄨˋ ㄘㄨㄥˊ	矮樹叢 0
ㄞˇ ㄑㄧㄤˊ	矮牆 4
ㄞˇ ㄉㄨㄢˇ	矮短 0
ㄞˇ ㄞˇ	矮矮 13 靄靄 3 藹藹 2
ㄞˇ ㄞˇ ㄈㄟˊ ㄈㄟˊ	矮矮肥肥 0
ㄞˇ ㄌㄧˊ	矮籬 0
ㄞˇ ㄆㄤˋ	矮胖 1
ㄞˇ ㄐㄧㄠˇ	矮腳 0
ㄞˇ ㄌㄧㄥˊ ㄐㄧˋ	矮靈祭 10
ㄐㄧㄠˇ ㄐㄧㄢˋ	矯健 12
ㄐㄧㄠˇ ㄒㄧㄥˊ	角形 77 絞刑 3 矯形 0 腳形 0
ㄐㄧㄠˇ ㄒㄧㄥˊ ㄨㄞˋ ㄎㄜ	矯形外科 0
ㄐㄧㄠˇ ㄒㄧㄥˊ ㄧ ㄕㄥ	矯形醫生 0
ㄐㄧㄠˇ ㄑㄧㄥˊ	矯情 11
ㄐㄧㄠˇ ㄐㄧㄝˊ ㄉㄜ˙	矯捷的 1
ㄐㄧㄠˇ ㄖㄡˊ	矯揉 8
ㄐㄧㄠˇ ㄖㄡˊ ㄗㄠˋ ㄗㄨㄛˋ	矯揉造作 4
ㄐㄧㄠˇ ㄨㄤˇ	矯枉 19
ㄐㄧㄠˇ ㄨㄤˇ ㄍㄨㄛˋ ㄓㄨㄥ	矯枉過中 0
ㄐㄧㄠˇ ㄨㄤˇ ㄍㄨㄛˋ ㄓㄥˋ	矯枉過正 14
ㄐㄧㄠˇ ㄨㄤˇ ㄍㄨㄛˋ ㄕㄣˋ	矯枉過甚 0
ㄐㄧㄠˇ ㄨㄤˇ ㄍㄨㄛˋ ㄉㄤˋ	矯枉過當 0
ㄐㄧㄠˇ ㄨㄤˇ ㄍㄨㄛˋ ㄓˊ	矯枉過直 0
ㄐㄧㄠˇ ㄓㄥˋ	矯正 109
ㄐㄧㄠˇ ㄓㄥˋ ㄕㄨˇ	矯正署 0
ㄐㄧㄠˇ ㄓˋ	矯治 12
ㄐㄧㄠˇ ㄓˊ	角質 19 矯直 0
ㄐㄧㄠˇ ㄓˊ ㄐㄧ	矯直機 0
ㄐㄧㄠˇ ㄒㄧㄝˊ ㄍㄨㄟ ㄓㄥˋ	矯邪歸正 0
ㄕˊ ㄦˋ ㄍㄨㄛ	石二鍋 3
ㄕˊ ㄉㄠ	石刀 0
ㄕˊ ㄎㄜ ㄒㄧㄤˋ	石刻像 0
ㄕˊ ㄎㄜˋ ㄒㄧㄤˋ	石刻像 0
ㄕˊ ㄌㄜˋ	石勒 0
ㄕˊ ㄏㄨㄚˋ ㄗㄨㄛˋ ㄩㄥˋ	石化作用 0
ㄕˊ ㄏㄨㄚˋ ㄍㄨㄥ ㄧㄝˋ	石化工業 5
ㄕˊ ㄏㄨㄚˋ ㄧㄝˋ	石化業 15
ㄕˊ ㄐㄧㄤˋ	石匠 8
ㄕˊ ㄧㄣˋ	石印 0
ㄕˊ ㄩㄢˊ ㄕㄣˋ ㄊㄞˋ ㄌㄤˊ	石原慎太郎 5
ㄕˊ ㄑㄧˋ ㄕˊ ㄉㄞˋ	石器時代 10
ㄕˊ ㄎㄥ	石坑 7
ㄕˊ ㄩㄢˊ ㄉㄠˇ	石垣島 2
ㄕˊ ㄔㄥˊ ㄊㄤ ㄔˊ	石城湯池 0
ㄕˊ ㄊㄧㄢˊ ㄉㄚˋ ㄏㄞˇ	石填大海 0
ㄕˊ ㄇㄛˋ	石墨 21 石磨 20
ㄕˊ ㄇㄛˋ ㄅㄤˋ	石墨棒 0
ㄕˊ ㄇㄛˋ ㄈㄣˇ	石墨粉 0
ㄕˊ ㄉㄨㄣ	石墩 2
ㄕˊ ㄊㄢˊ	石壇 0
ㄕˊ ㄗ˙	石子 65
ㄕˊ ㄗ˙ ㄦ	石子兒 3
ㄕˊ ㄗ˙ ㄦˊ	石子兒 3
ㄕˊ ㄗ˙ ㄌㄨˋ	石子路 5
ㄕˊ ㄐㄧㄚ ㄓㄨㄤ	石家莊 2
ㄕˊ ㄐㄧㄚ ㄓㄨㄤ ㄕˋ	石家莊市 0
ㄕˊ ㄨ	石屋 5
ㄕˊ ㄕㄢ	石山 15
ㄕˊ ㄍㄤ	石岡 0
ㄕˊ ㄍㄤ ㄑㄩ	石岡區 0
ㄕˊ ㄍㄤ ㄒㄧㄤ	石岡鄉 3
ㄕˊ ㄔㄨㄥˊ ㄌㄧㄤˊ	石崇良 0
ㄕˊ ㄔㄨㄢ	石川 3
ㄕˊ ㄔㄨㄢ ㄕˋ ㄍㄨㄟ ㄩˊ	石川氏鮭魚 15
ㄕˊ ㄔㄨㄢ ㄒㄧㄢˋ	石川縣 3
ㄕˊ ㄔㄨㄢ ㄍㄨㄟ	石川鮭 4
ㄕˊ ㄍㄨㄥ	石工 5 石弓 1
ㄕˊ ㄐㄧㄥˋ	石徑 2
ㄕˊ ㄓˋ ㄨㄟˇ	石志偉 1
ㄕˊ ㄍㄨㄥˇ	石拱 1
ㄕˊ ㄍㄢˇ ㄉㄤ	石敢當 0
ㄕˊ ㄨㄣˊ	石文 5
ㄕˊ ㄅㄢ ㄩˊ	石斑魚 1
ㄕˊ ㄌㄧㄠˋ	石料 4 食料 3
ㄕˊ ㄈㄨˇ	石斧 3
ㄕˊ ㄙㄨㄥ	石松 0
ㄕˊ ㄙㄨㄥ ㄈㄣˇ	石松粉 0
ㄕˊ ㄅㄢˇ ㄉㄠˋ	石板道 0
ㄕˊ ㄓㄨˋ	石柱 30
ㄕˊ ㄇㄧㄢˊ	石棉 4 石綿 0
ㄕˊ ㄇㄧㄢˊ ㄅㄨˋ	石棉布 0
ㄕˊ ㄇㄧㄢˊ ㄅㄢˇ	石棉板 0 石綿板 0
ㄕˊ ㄇㄧㄢˊ ㄨㄤˇ	石棉網 0
ㄕˊ ㄌㄧㄡˊ	石榴 31
ㄕˊ ㄌㄧㄡˊ ㄏㄨㄚ	石榴花 4
ㄕˊ ㄌㄧㄡˊ ㄑㄩㄣˊ	石榴裙 4
ㄕˊ ㄅㄧㄠ	石標 1
ㄕˊ ㄑㄧㄠˊ	石橋 14
ㄕˊ ㄍㄨㄟˋ	石櫃 0
ㄕˊ ㄔㄣˊ ㄉㄚˋ ㄏㄞˇ	石沈大海 6 石沉大海 5
ㄕˊ ㄧㄡˊ	石油 355 食油 0
ㄕˊ ㄧㄡˊ ㄍㄨㄥ ㄙ	石油公司 13
ㄕˊ ㄧㄡˊ ㄏㄨㄚˋ ㄒㄩㄝˊ	石油化學 0
ㄕˊ ㄧㄡˊ ㄏㄨㄚˋ ㄒㄩㄝˊ ㄍㄨㄥ ㄧㄝˋ	石油化學工業 0
ㄕˊ ㄧㄡˊ ㄧㄝˋ	石油業 4
ㄕˊ ㄧㄡˊ ㄑㄧˋ	石油氣 12
ㄕˊ ㄧㄡˊ ㄏㄨㄤ	石油荒 0
ㄕˊ ㄧㄡˊ ㄕㄨ ㄔㄨ	石油輸出 3
ㄕˊ ㄧㄡˊ ㄕㄨ ㄔㄨ ㄍㄨㄛˊ ㄐㄧㄚ	石油輸出國家 1
ㄕˊ ㄏㄨˋ	石滬 13
ㄕˊ ㄏㄨㄟ	石灰 51
ㄕˊ ㄏㄨㄟ ㄖㄨˇ	石灰乳 0
ㄕˊ ㄏㄨㄟ ㄧㄢˊ	石灰岩 14
ㄕˊ ㄏㄨㄟ ㄕㄨㄟˇ	石灰水 1
ㄕˊ ㄏㄨㄟ ㄕˊ	石灰石 3
ㄕˊ ㄏㄨㄟ ㄎㄨㄤˋ	石灰礦 0
ㄕˊ ㄏㄨㄟ ㄧㄠˊ	石灰窯 0
ㄕˊ ㄏㄨㄟ ㄓˊ	石灰質 2
ㄕˊ ㄊㄢˋ	石炭 1
ㄕˊ ㄊㄢˋ ㄐㄧˋ	石炭紀 0
ㄕˊ ㄌㄢˋ ㄙㄨㄥ ㄎㄨ	石爛松枯 0
ㄕˊ ㄌㄢˋ ㄐㄧㄤ ㄎㄨ	石爛江枯 0
ㄕˊ ㄌㄢˋ ㄏㄞˇ ㄎㄨ	石爛海枯 0
ㄕˊ ㄅㄢˇ ㄕㄨˋ	石版術 0
ㄕˊ ㄆㄞˊ ㄍㄨㄛˊ ㄓㄨㄥ	石牌國中 0
ㄕˊ ㄆㄞˊ ㄍㄨㄛˊ ㄒㄧㄠˇ	石牌國小 3
ㄕˊ ㄆㄞˊ ㄌㄨˋ	石牌路 1
ㄕˊ ㄓㄨㄤˋ	石狀 1
ㄕˊ ㄕ ㄗ˙	石獅子 5
ㄕˊ ㄕㄢ ㄏㄨˊ	石珊瑚 11
ㄕˊ ㄊㄧㄢˊ ㄧ ㄌㄧㄤˊ	石田衣良 1
ㄕˊ ㄅㄞˇ ㄏㄜˊ	石百合 0
ㄕˊ ㄆㄛˋ ㄊㄧㄢ ㄐㄧㄥ	石破天驚 2
ㄕˊ ㄉㄧㄥˋ ㄓㄨㄥ ㄒㄩㄝˊ	石碇中學 0
ㄕˊ ㄉㄧㄥˋ ㄑㄩ	石碇區 0
ㄕˊ ㄉㄧㄥˋ ㄍㄨㄛˊ ㄒㄧㄠˇ	石碇國小 0
ㄕˊ ㄉㄧㄥˋ ㄒㄧㄤ	石碇鄉 2
ㄕˊ ㄉㄧㄥˋ ㄍㄠ ㄓㄨㄥ	石碇高中 0
ㄕˊ ㄊㄢˋ ㄘㄥˊ	石碳層 0
ㄕˊ ㄊㄢˋ ㄙㄨㄢ	石碳酸 0
ㄕˊ ㄓㄨㄢ	石磚 7
ㄕˊ ㄌㄧˋ ㄦ	石礫兒 1
ㄕˊ ㄌㄧˋ ㄦˊ	石礫兒 1
ㄕˊ ㄌㄥˊ ㄌㄥˊ	石稜稜 0
ㄕˊ ㄎㄨ	石窟 9
ㄕˊ ㄙㄨㄣˇ	石筍 7 蝕損 0
ㄕˊ ㄌㄨㄥˊ	石籠 0
ㄕˊ ㄐㄧㄥ	石經 0
ㄕˊ ㄇㄧㄢˊ ㄨㄚˇ	石綿瓦 0
ㄕˊ ㄈㄥˋ	石縫 4 食俸 0
ㄕˊ ㄍㄠ	石膏 50
ㄕˊ ㄍㄠ ㄒㄧㄤˋ	石膏像 0
ㄕˊ ㄐㄧㄡˋ	石臼 0
ㄕˊ ㄏㄨㄚ ㄉㄨㄥˋ	石花凍 0
ㄕˊ ㄏㄨㄚ ㄘㄞˋ	石花菜 0
ㄕˊ ㄧㄥ	石英 38
ㄕˊ ㄧㄥ ㄧㄢˊ	石英岩 2
ㄕˊ ㄧㄥ ㄅㄧㄠˇ	石英錶 1
ㄕˊ ㄖㄨㄟˇ	石蕊 0
ㄕˊ ㄖㄨㄟˇ ㄕˋ ㄓˇ	石蕊試紙 0
ㄕˊ ㄏㄨˇ	石虎 10
ㄕˊ ㄌㄚˋ	石蠟 1
ㄕˊ ㄌㄚˋ ㄒㄧㄤˋ	石蠟像 0
ㄕˊ ㄘㄢˊ	石蠶 0
ㄕˊ ㄍㄨㄢ ㄧㄣ	石觀音 7
ㄕˊ ㄗㄠˋ	石造 11
ㄕˊ ㄉㄚˊ ㄎㄞ	石達開 1
ㄕˊ ㄐㄧㄣ ㄕㄡˋ	石金受 1
ㄕˊ ㄍㄨㄛ ㄅㄢˋ ㄈㄢˋ	石鍋拌飯 1
ㄕˊ ㄓㄨㄥ ㄖㄨˇ	石鐘乳 1
ㄕˊ ㄇㄣˊ	石門 125
ㄕˊ ㄇㄣˊ ㄑㄩ	石門區 0
ㄕˊ ㄇㄣˊ ㄕㄨㄟˇ ㄎㄨˋ	石門水庫 55
ㄕˊ ㄇㄣˊ ㄒㄧㄤ	石門鄉 5
ㄕˊ ㄉㄧㄠ	石雕 66
ㄕˊ ㄉㄧㄠ ㄒㄧㄤˋ	石雕像 0
ㄕˊ ㄌㄟˊ	石雷 0
ㄕˊ ㄑㄧㄥ	石青 1
ㄕˊ ㄊㄡ˙	石頭 401
ㄕˊ ㄊㄡˊ ㄏㄨㄛˇ ㄍㄨㄛ	石頭火鍋 0
ㄕˊ ㄊㄡ˙ ㄏㄨㄛˇ ㄍㄨㄛ	石頭火鍋 0
ㄕˊ ㄊㄡˊ ㄐㄧˋ	石頭記 3
ㄕˊ ㄊㄡ˙ ㄐㄧˋ	石頭記 3
ㄕˊ ㄕㄡˇ ㄩˊ	石首魚 2
ㄕˊ ㄐㄧㄢˇ	石鹼 1
ㄕˊ ㄧㄢˊ	食鹽 19 食言 3 石鹽 0
ㄕˊ ㄉㄧㄢˇ ㄊㄡˊ	石點頭 0
ㄕˊ ㄍㄨˇ ㄨㄣˊ	石鼓文 1
ㄒㄧˋ ㄐㄧㄥ ㄆㄧㄢˋ	矽晶片 4
ㄒㄧˋ ㄐㄧㄥ ㄊㄧˇ	矽晶體 0
ㄒㄧˋ ㄕˊ	矽石 1
ㄒㄧˋ ㄕㄚ	矽砂 6 細沙 6 細砂 1 細紗 0
ㄒㄧˋ ㄐㄧㄠ	矽膠 17
ㄒㄧˋ ㄗㄠˇ	矽藻 1
ㄒㄧˋ ㄍㄨˇ	矽谷 55
ㄒㄧˋ ㄓˊ	矽質 0 細質 0
ㄒㄧˋ ㄙㄨㄢ	矽酸 0
ㄒㄧˋ ㄙㄨㄢ ㄋㄚˋ	矽酸鈉 0
ㄒㄧˋ ㄍㄤ	矽鋼 0
ㄒㄧˋ ㄉㄧㄢˋ ㄐㄧㄥ ㄊㄧˇ	矽電晶體 0
ㄕㄚ ㄒㄧㄥˊ	砂型 0
ㄕㄚ ㄧㄢˊ	砂岩 13
ㄕㄚ ㄅㄨˋ	紗布 2 砂布 0
ㄕㄚ ㄐㄧㄤ	砂漿 2
ㄕㄚ ㄌㄩˋ ㄑㄧˋ	砂濾器 0
ㄕㄚ ㄕˊ ㄍㄨㄥ ㄏㄨㄟˋ	砂石公會 0
ㄕㄚ ㄕˊ ㄔㄨㄢˊ	砂石船 6
ㄕㄚ ㄕˊ ㄔㄜ	砂石車 29
ㄕㄚ ㄇㄛˊ	砂磨 0
ㄕㄚ ㄐㄧㄠ	砂礁 0
ㄕㄚ ㄎㄨㄤˋ	砂礦 0
ㄕㄚ ㄓˇ	砂紙 2
ㄕㄚ ㄓˊ	砂質 2
ㄕㄚ ㄌㄨㄣˊ ㄐㄧ	砂輪機 0
ㄕㄚ ㄐㄧㄣ ㄕˊ	砂金石 0
ㄕㄚ ㄍㄨㄛ ㄘㄞˋ	砂鍋菜 0
ㄕㄚ ㄍㄨㄛ ㄙㄞˋ	砂鍋賽 0
ㄕㄚ ㄍㄨㄛ ㄩˊ ㄊㄡˊ	砂鍋魚頭 2
ㄕㄚ ㄊㄧㄝˇ	砂鐵 0
ㄑㄧˋ ㄑㄧㄤˊ	砌牆 0
ㄑㄧˋ ㄓㄨㄢ	砌磚 2
ㄑㄧˋ ㄌㄨˋ	砌路 0
ㄎㄢˇ ㄕㄤˋ	砍上 1
ㄎㄢˇ ㄕㄤˋ ㄌㄞˊ	砍上來 0
ㄎㄢˇ ㄕㄤˋ ㄑㄩˋ	砍上去 0
ㄎㄢˇ ㄒㄧㄚˋ	砍下 28
ㄎㄢˇ ㄒㄧㄚˋ ㄌㄞˊ	砍下來 10
ㄎㄢˇ ㄒㄧㄚˋ ㄑㄩˋ	砍下去 2
ㄎㄢˇ ㄌㄜ˙	砍了 26
ㄎㄢˇ ㄒㄧㄝ	砍些 1
ㄎㄢˇ ㄈㄚ	砍伐 75
ㄎㄢˇ ㄌㄞˊ ㄎㄢˇ ㄑㄩˋ	砍來砍去 0
ㄎㄢˇ ㄉㄠˇ	砍倒 17
ㄎㄢˇ ㄕㄤ	砍傷 7
ㄎㄢˇ ㄐㄧㄚˋ	砍價 0
ㄎㄢˇ ㄍㄨㄤ	砍光 13
ㄎㄢˇ ㄔㄨ	砍出 4
ㄎㄢˇ ㄔㄨ ㄌㄞˊ	砍出來 1
ㄎㄢˇ ㄔㄨ ㄑㄩˋ	砍出去 0
ㄎㄢˇ ㄉㄠ	砍刀 1
ㄎㄢˇ ㄉㄠˋ	砍到 4
ㄎㄢˇ ㄑㄩˋ	砍去 4
ㄎㄢˇ ㄒㄧㄤˋ	砍向 0
ㄎㄢˇ ㄗㄞˋ	砍在 1
ㄎㄢˇ ㄏㄨㄞˋ	砍壞 0
ㄎㄢˇ ㄉㄜ˙	砍得 1
ㄎㄢˇ ㄕㄡˇ	砍手 1
ㄎㄢˇ ㄕㄡˇ ㄎㄢˇ ㄐㄧㄠˇ	砍手砍腳 0
ㄎㄢˇ ㄉㄧㄠˋ	砍掉 87
ㄎㄢˇ ㄉㄧㄠˋ ㄔㄨㄥˊ ㄌㄧㄢˋ	砍掉重練 11
ㄎㄢˇ ㄉㄨㄢˋ	砍斷 6
ㄎㄢˇ ㄔㄞˊ	砍柴 21
ㄎㄢˇ ㄕㄨˋ	砍樹 18
ㄎㄢˇ ㄙˇ	砍死 7
ㄎㄢˇ ㄕㄚ	砍殺 8
ㄎㄢˇ ㄎㄢˇ	砍砍 0
ㄎㄢˇ ㄓㄜ˙	砍著 2
ㄎㄢˇ ㄗㄡˇ	砍走 0
ㄎㄢˇ ㄑㄧˇ	砍起 0
ㄎㄢˇ ㄑㄧˇ ㄌㄞˊ	砍起來 0
ㄎㄢˇ ㄐㄧㄣˋ	砍進 1
ㄎㄢˇ ㄐㄧㄣˋ ㄌㄞˊ	砍進來 0
ㄎㄢˇ ㄐㄧㄣˋ ㄑㄩˋ	砍進去 0
ㄎㄢˇ ㄍㄨㄛˋ	砍過 0
ㄎㄢˇ ㄍㄨㄛˋ ㄌㄞˊ	砍過來 0
ㄎㄢˇ ㄍㄨㄛˋ ㄑㄩˋ	砍過去 0
ㄎㄢˇ ㄘㄨㄛˋ	砍錯 3
ㄎㄢˇ ㄔㄨˊ	砍除 12
ㄎㄢˇ ㄊㄡˊ	砍頭 10
ㄆㄧ ㄙㄨㄢ	砒酸 0
ㄆㄧ ㄕㄨㄤ	砒霜 1
ㄧㄢˊ ㄒㄧㄡ ㄅㄢ	研修班 0
ㄧㄢˊ ㄆㄢˋ	研判 133
ㄧㄢˊ ㄆㄢˋ ㄔㄨ	研判出 1
ㄧㄢˊ ㄕㄤ	研商 111 鹽商 2
ㄧㄢˊ ㄋㄧˇ	研擬 338
ㄧㄢˊ ㄔㄨˇ	研杵 0
ㄧㄢˊ ㄒㄧ	研析 13 鹽析 0
ㄧㄢˊ ㄈㄚ	研發 892
ㄧㄢˊ ㄈㄚ ㄔㄨ	研發出 82
ㄧㄢˊ ㄈㄚ ㄅㄨˋ	研發部 4
ㄧㄢˊ ㄈㄚ ㄅㄨˋ ㄇㄣˊ	研發部門 2
ㄧㄢˊ ㄙㄨㄟˋ	研碎 0
ㄧㄢˊ ㄇㄛˊ	研磨 34
ㄧㄢˊ ㄇㄛˊ ㄐㄧˋ	研磨劑 1
ㄧㄢˊ ㄐㄧㄡˋ	研究 11024
ㄧㄢˊ ㄐㄧㄡˋ ㄔㄨ	研究出 31
ㄧㄢˊ ㄐㄧㄡˋ ㄔㄨ ㄌㄞˊ	研究出來 10
ㄧㄢˊ ㄐㄧㄡˋ ㄩㄢˊ	研究員 302
ㄧㄢˊ ㄐㄧㄡˋ ㄕˋ	研究室 153
ㄧㄢˊ ㄐㄧㄡˋ ㄕˋ ㄌㄧˇ	研究室裡 4
ㄧㄢˊ ㄐㄧㄡˋ ㄙㄨㄛˇ	研究所 1279
ㄧㄢˊ ㄐㄧㄡˋ ㄙㄨㄛˇ ㄌㄧˇ	研究所裡 1
ㄧㄢˊ ㄐㄧㄡˋ ㄏㄨㄟˋ	研究會 92
ㄧㄢˊ ㄐㄧㄡˋ ㄕㄥ	研究生 256
ㄧㄢˊ ㄐㄧㄡˋ ㄧㄢˊ ㄐㄧㄡˋ	研究研究 9
ㄧㄢˊ ㄐㄧㄡˋ ㄓㄜˇ	研究者 114
ㄧㄢˊ ㄐㄧㄡˋ ㄔㄨㄢˊ	研究船 7
ㄧㄢˊ ㄐㄧㄡˋ ㄈㄟˋ	研究費 16
ㄧㄢˊ ㄐㄧㄡˋ ㄑㄧˇ ㄌㄞˊ	研究起來 1
ㄧㄢˊ ㄐㄧㄡˋ ㄩㄢˋ	研究院 547
ㄧㄢˊ ㄐㄧㄡˋ ㄩㄢˋ ㄧ ㄌㄨˋ	研究院一路 0
ㄧㄢˊ ㄐㄧㄡˋ ㄩㄢˋ ㄌㄨˋ	研究院路 20
ㄧㄢˊ ㄒㄧˊ ㄏㄨㄟˋ	研習會 43
ㄧㄢˊ ㄒㄧˊ ㄧㄥˊ	研習營 78
ㄧㄢˊ ㄒㄧˊ ㄅㄢ	研習班 35
ㄧㄢˊ ㄎㄠˇ ㄏㄨㄟˋ	研考會 73
ㄧㄢˊ ㄊㄠˇ	研討 825
ㄧㄢˊ ㄊㄠˇ ㄏㄨㄟˋ	研討會 679
ㄧㄢˊ ㄧˋ	研議 245
ㄧㄢˊ ㄉㄨˊ	研讀 36
ㄈㄚˊ ㄇㄚˇ	砝碼 2
ㄉㄧˇ ㄓㄨˋ ㄓㄨㄥ ㄌㄧㄡˊ	砥柱中流 0
ㄉㄧˇ ㄕˊ	砥石 0
ㄉㄧˇ ㄌㄧˋ	砥礪 8
ㄉㄧˇ ㄐㄧㄝˊ	砥節 0
ㄉㄧˇ ㄐㄧㄝˊ ㄌㄧˋ ㄒㄧㄥˊ	砥節礪行 0
ㄉㄧˇ ㄐㄧㄝˊ ㄌㄧˋ ㄒㄧㄥˋ	砥節礪行 0
ㄓㄣ ㄇㄨˋ	砧木 0
ㄓㄣ ㄔㄨˇ	砧杵 0
ㄓㄣ ㄅㄢˇ	砧板 8
ㄓㄣ ㄅㄧㄢ	針砭 6 砧砭 0 箴砭 0
ㄅㄧㄢ ㄐㄧㄡˇ	砭灸 0
ㄅㄧㄢ ㄐㄧㄡˇ ㄕㄨˋ	砭灸術 0
ㄆㄥ ㄉㄤ	砰噹 0
ㄆㄠˋ ㄓㄤˋ	砲仗 0
ㄆㄠˋ ㄅㄧㄥ ㄧㄥˊ	砲兵營 0
ㄆㄠˋ ㄅㄧㄥ ㄌㄧㄢˊ	砲兵連 0
ㄆㄠˋ ㄅㄧㄥ ㄅㄨˋ ㄉㄨㄟˋ	砲兵部隊 0
ㄆㄠˋ ㄅㄧㄥ ㄓㄣˋ ㄉㄧˋ	砲兵陣地 0
ㄆㄠˋ ㄊㄚˇ	砲塔 1
ㄆㄠˋ ㄗㄨㄛˋ	砲座 0
ㄆㄠˋ ㄓˇ ㄅㄨˋ	砲指部 0
ㄆㄠˋ ㄍㄨㄢˇ	砲管 1
ㄆㄠˋ ㄧ	砲衣 0
ㄆㄠˋ ㄔㄜ	砲車 7
ㄆㄛˋ ㄌㄜ˙ ㄍㄜ˙ ㄉㄚˋ ㄉㄨㄥˋ	破了個大洞 0
ㄆㄛˋ ㄨㄤˊ	破亡 0
ㄆㄛˋ ㄌㄧˋ	魄力 67 破例 20
ㄆㄛˋ ㄕㄤ ㄈㄥ	破傷風 6
ㄆㄛˋ ㄕㄤ ㄈㄥ ㄍㄢˇ ㄐㄩㄣˋ	破傷風桿菌 0
ㄆㄛˋ ㄅㄧㄥ ㄓ ㄌㄩˇ	破冰之旅 3
ㄆㄛˋ ㄅㄧㄥ ㄔㄨㄢˊ	破冰船 0
ㄆㄛˋ ㄍㄨㄥ	破功 23
ㄆㄛˋ ㄎㄡˇ	破口 27
ㄆㄛˋ ㄎㄡˇ ㄉㄚˋ ㄇㄚˋ	破口大罵 18
ㄆㄛˋ ㄊㄧˊ	破題 6 破啼 0
ㄆㄛˋ ㄊㄧˊ ㄨㄟˊ ㄒㄧㄠˋ	破啼為笑 0
ㄆㄛˋ ㄙㄤˇ ㄗ˙	破嗓子 0
ㄆㄛˋ ㄊㄨˇ	破土 15
ㄆㄛˋ ㄊㄨˇ ㄉㄧㄢˇ ㄌㄧˇ	破土典禮 0
ㄆㄛˋ ㄏㄨㄞˋ	破壞 1017
ㄆㄛˋ ㄏㄨㄞˋ ㄌㄧˋ	破壞力 18
ㄆㄛˋ ㄏㄨㄞˋ ㄒㄧㄥˋ	破壞性 55
ㄆㄛˋ ㄊㄧㄢ ㄏㄨㄤ	破天荒 29
ㄆㄛˋ ㄐㄧㄚ	破家 2
ㄆㄛˋ ㄨ	破屋 6
ㄆㄛˋ ㄅㄨˋ	破布 11
ㄆㄛˋ ㄅㄨˋ ㄗˇ ㄩˊ	破布子魚 0
ㄆㄛˋ ㄇㄧㄠˋ	破廟 17
ㄆㄛˋ ㄉㄜˊ	破得 3
ㄆㄛˋ ㄔㄥˊ	破成 1
ㄆㄛˋ ㄐㄧㄝˋ	破戒 6
ㄆㄛˋ ㄓㄜˊ ㄏㄠˋ	破折號 0
ㄆㄛˋ ㄉㄧㄠˋ	破掉 20
ㄆㄛˋ ㄙㄨㄣˇ	破損 38
ㄆㄛˋ ㄅㄞˋ	破敗 13
ㄆㄛˋ ㄅㄞˋ ㄍㄢˇ	破敗感 1
ㄆㄛˋ ㄒㄧㄠˇ	破曉 8
ㄆㄛˋ ㄒㄧㄠˇ ㄕˊ ㄈㄣ	破曉時分 1
ㄆㄛˋ ㄍㄜˊ	破格 8
ㄆㄛˋ ㄍㄜˊ ㄌㄨˋ ㄩㄥˋ	破格錄用 0
ㄆㄛˋ ㄢˋ	破案 43
ㄆㄛˋ ㄢˋ ㄌㄩˋ	破案率 3
ㄆㄛˋ ㄉㄨㄥˋ	破洞 26
ㄆㄛˋ ㄌㄤˋ	破浪 12
ㄆㄛˋ ㄌㄤˋ ㄔㄥˊ ㄈㄥ	破浪乘風 0
ㄆㄛˋ ㄌㄤˋ ㄑㄧㄢˊ ㄐㄧㄣˋ	破浪前進 2
ㄆㄛˋ ㄊㄧˋ ㄨㄟˊ ㄒㄧㄠˋ	破涕為笑 2
ㄆㄛˋ ㄊㄧˋ ㄦˊ ㄒㄧㄠˋ	破涕而笑 1
ㄆㄛˋ ㄇㄧㄝˋ	破滅 39
ㄆㄛˋ ㄌㄢˋ	破爛 47
ㄆㄛˋ ㄆㄧㄢˋ	破片 2
ㄆㄛˋ ㄏㄨㄛˋ	破獲 45
ㄆㄛˋ ㄔㄢˇ	破產 192
ㄆㄛˋ ㄔㄢˇ ㄈㄚˇ	破產法 4
ㄆㄛˋ ㄅㄞˇ	破百 15
ㄆㄛˋ ㄉㄜ˙	破的 65
ㄆㄛˋ ㄆㄧˊ	破皮 11
