ㄩˊ ㄌㄜˋ ㄐㄧㄝˊ ㄇㄨˋ	娛樂節目 4
ㄩˊ ㄇㄨˋ ㄕㄤˇ ㄒㄧㄣ	娛目賞心 0
ㄩˊ ㄅㄧㄣ	娛賓 1
ㄋㄚˋ ㄌㄚ	娜拉 10
ㄋㄨㄛˊ ㄌㄚ	娜拉 10
ㄋㄚˋ ㄌㄚ ㄊㄧˊ ㄋㄨㄛˋ ㄨㄚˊ	娜拉提諾娃 5
ㄋㄚˋ ㄌㄨˇ ㄨㄢ	那魯灣 10 娜魯灣 3
ㄐㄩㄢ ㄐㄩㄢ	娟娟 73 涓涓 7
ㄐㄩㄢ ㄒㄧㄡˋ	娟秀 1
ㄜˊ ㄇㄟˊ	峨眉 18 峨嵋 5 蛾眉 5 娥眉 1
ㄑㄩˇ ㄑㄧ	娶妻 17
ㄑㄩˇ ㄒㄧˊ	娶媳 2
ㄑㄩˇ ㄒㄧˊ ㄈㄨˋ	娶媳婦 2
ㄑㄩˇ ㄉㄜ˙	娶得 2
ㄑㄩˇ ㄒㄧˋ ㄧˊ	娶細姨 0
ㄑㄩˇ ㄑㄧㄣ	娶親 6
ㄔㄤ ㄐㄧˋ	娼妓 45
ㄔㄤ ㄐㄧˋ ㄍㄨㄢˇ	娼妓館 0
ㄔㄤ ㄈㄨˋ	娼婦 1
ㄔㄤ ㄌㄧㄠˊ	娼寮 2
ㄜ ㄋㄨㄛˊ	婀娜 10
ㄜ ㄋㄨㄛˊ ㄉㄨㄛ ㄗ	婀娜多姿 1
ㄆㄛˊ ㄧˊ	婆姨 0
ㄆㄛˊ ㄙㄨㄛ	婆娑 24
ㄆㄛˊ ㄙㄨㄛ ㄑㄧˇ ㄨˇ	婆娑起舞 0
ㄆㄛˊ ㄋㄧㄤˊ	婆娘 3
ㄆㄛˊ ㄆㄛˊ	婆婆 161 皤皤 0
ㄆㄛˊ ㄆㄛ˙	婆婆 161
ㄆㄛˊ ㄆㄛˊ ㄇㄚ ㄇㄚ	婆婆媽媽 15
ㄆㄛˊ ㄒㄧˊ	婆媳 23
ㄆㄛˊ ㄗ˙	婆子 17
ㄆㄛˊ ㄐㄧㄚ	婆家 47
ㄆㄛˊ ㄒㄧㄣ	婆心 18
ㄆㄛˊ ㄒㄧㄣ ㄎㄨˇ ㄎㄡˇ	婆心苦口 0
ㄆㄛˊ ㄌㄨㄛˊ ㄓㄡ	婆羅洲 10
ㄆㄛˊ ㄌㄨㄛˊ ㄇㄣˊ	婆羅門 1
ㄆㄛˊ ㄌㄨㄛˊ ㄇㄣˊ ㄐㄧㄠˋ	婆羅門教 0
ㄆㄛˊ ㄕㄨㄛ ㄆㄛˊ ㄧㄡˇ ㄌㄧˇ	婆說婆有理 2
ㄨㄢˇ ㄖㄨㄥˊ	婉容 33
ㄨㄢˇ ㄐㄩˋ	婉拒 36
ㄨㄢˇ ㄩㄝ	婉約 17
ㄨㄢˇ ㄧㄢˊ	婉言 3
ㄨㄢˇ ㄧㄢˊ ㄒㄧㄤ ㄑㄩㄢˋ	婉言相勸 0
ㄨㄢˇ ㄒㄧㄝˋ	婉謝 3
ㄨㄢˇ ㄓㄨㄢˇ	婉轉 25 宛轉 14
ㄨㄢˇ ㄓㄨㄢˇ ㄉㄨㄥˋ ㄊㄧㄥ	婉轉動聽 0
ㄨㄢˇ ㄘˊ	輓詞 1 婉辭 0
ㄨㄢˇ ㄕㄨㄣˋ	婉順 0
ㄨㄢˇ ㄌㄧˋ	腕力 3 婉麗 1
ㄏㄨㄣ ㄕˋ	婚事 13
ㄏㄨㄣ ㄐㄧㄚˋ	婚嫁 10 婚假 2
ㄏㄨㄣ ㄑㄧㄢˊ	婚前 82
ㄏㄨㄣ ㄑㄧㄢˊ ㄐㄧㄢˋ ㄎㄤ ㄐㄧㄢˇ ㄔㄚˊ	婚前健康檢查 0
ㄏㄨㄣ ㄑㄧㄢˊ ㄏㄨㄣ ㄏㄡˋ	婚前婚後 0
ㄏㄨㄣ ㄧㄡˇ ㄕㄜˋ	婚友社 1
ㄏㄨㄣ ㄙㄤ ㄒㄧˇ ㄑㄧㄥˋ	婚喪喜慶 8
ㄏㄨㄣ ㄨㄞˋ	婚外 19
ㄏㄨㄣ ㄨㄞˋ ㄑㄧㄥˊ	婚外情 16
ㄏㄨㄣ ㄧㄣ	婚姻 589
ㄏㄨㄣ ㄧㄣ ㄐㄧㄝˋ ㄕㄠˋ ㄙㄨㄛˇ	婚姻介紹所 1
ㄏㄨㄣ ㄧㄣ ㄓˋ ㄉㄨˋ	婚姻制度 8
ㄏㄨㄣ ㄧㄣ ㄕˇ	婚姻史 1
ㄏㄨㄣ ㄧㄣ ㄈㄚˇ	婚姻法 4
ㄏㄨㄣ ㄧㄣ ㄗˋ ㄧㄡˊ	婚姻自由 0
ㄏㄨㄣ ㄧㄢˋ	婚宴 7
ㄏㄨㄣ ㄏㄡˋ	婚後 70
ㄏㄨㄣ ㄑㄧˊ	婚期 7
ㄏㄨㄣ ㄕㄥ ㄗˇ ㄋㄩˇ	婚生子女 4
ㄏㄨㄣ ㄌㄧˇ	婚禮 120
ㄏㄨㄣ ㄌㄧˇ ㄕㄤˋ	婚禮上 1
ㄏㄨㄣ ㄌㄧˇ ㄓㄨㄥ	婚禮中 0
ㄏㄨㄣ ㄧㄢˊ	婚筵 0
ㄏㄨㄣ ㄩㄝ	婚約 5
ㄏㄨㄣ ㄕㄚ	婚紗 102
ㄏㄨㄣ ㄕㄚ ㄓㄠˋ	婚紗照 8
ㄏㄨㄣ ㄆㄟˋ	婚配 3
ㄏㄨㄣ ㄌㄧㄥˊ	婚齡 1
ㄅㄧˋ ㄆㄨˊ	婢僕 2
ㄅㄧˋ ㄋㄩˇ	婢女 4
ㄅㄧˋ ㄗ˙	婢子 0
ㄈㄨˋ ㄖㄣˊ	婦人 179 富人 82
ㄈㄨˋ ㄖㄣˊ ㄓ ㄖㄣˊ	婦人之仁 0
ㄈㄨˋ ㄖㄣˊ ㄅㄧㄥˋ	婦人病 0
ㄈㄨˋ ㄔㄤˋ ㄈㄨ ㄙㄨㄟˊ	婦唱夫隨 1
ㄈㄨˋ ㄋㄩˇ	婦女 1565 父女 40
ㄈㄨˋ ㄋㄩˇ ㄒㄧㄣ ㄓ	婦女新知 22
ㄈㄨˋ ㄋㄩˇ ㄏㄨㄟˋ	婦女會 16
ㄈㄨˋ ㄋㄩˇ ㄐㄧㄝˊ	婦女節 25
ㄈㄨˋ ㄋㄩˇ ㄐㄧㄝˇ ㄈㄤˋ ㄩㄣˋ ㄉㄨㄥˋ	婦女解放運動 0
ㄈㄨˋ ㄋㄩˇ ㄩㄣˋ ㄉㄨㄥˋ	婦女運動 5
ㄈㄨˋ ㄋㄩˇ ㄗㄚˊ ㄓˋ	婦女雜誌 1
ㄈㄨˋ ㄧㄥ	赴英 2 婦嬰 1
ㄈㄨˋ ㄖㄨˊ	婦孺 16
ㄈㄨˋ ㄖㄨˊ ㄐㄧㄝ ㄓ	婦孺皆知 0
ㄈㄨˋ ㄧㄡˋ	婦幼 37
ㄈㄨˋ ㄧㄡˋ ㄅㄠˇ ㄐㄧㄢˋ	婦幼保健 0
ㄈㄨˋ ㄧㄡˋ ㄐㄧㄝˊ	婦幼節 10
ㄈㄨˋ ㄧㄡˋ ㄨㄟˋ ㄕㄥ	婦幼衛生 0
ㄈㄨˋ ㄧㄡˋ ㄧ ㄩㄢˋ	婦幼醫院 9
ㄈㄨˋ ㄑㄩㄢˊ	父權 68 婦權 7 復權 2
ㄈㄨˋ ㄔㄢˇ ㄎㄜ	婦產科 55
ㄈㄨˋ ㄔㄢˇ ㄧ ㄕㄥ	婦產醫生 0
ㄈㄨˋ ㄔㄢˇ ㄧ ㄩㄢˋ	婦產醫院 0
ㄈㄨˋ ㄎㄜ ㄧ ㄕㄥ	婦科醫生 1
ㄈㄨˋ ㄌㄧㄢˊ	婦聯 59
ㄈㄨˋ ㄌㄧㄢˊ ㄏㄨㄟˋ	婦聯會 29
ㄈㄨˋ ㄌㄧㄢˊ ㄗㄨㄥˇ ㄏㄨㄟˋ	婦聯總會 1
ㄈㄨˋ ㄉㄠˋ ㄖㄣˊ ㄐㄧㄚ	婦道人家 1
ㄇㄟˊ ㄖㄣˊ	沒人 216 媒人 19
ㄇㄟˊ ㄖㄣˊ ㄆㄛˊ	媒人婆 1
ㄇㄟˊ ㄐㄧㄝˋ	媒介 193 沒借 0
ㄇㄟˊ ㄐㄧㄝˋ ㄨˋ	媒介物 2
ㄇㄟˊ ㄐㄧㄝˋ ㄊㄧˇ	媒介體 0
ㄇㄟˊ ㄏㄜˊ	媒合 47
ㄇㄟˊ ㄕㄨㄛˋ	媒妁 2
ㄇㄟˊ ㄕㄨㄛˋ ㄓ ㄧㄢˊ	媒妁之言 2
ㄇㄟˊ ㄆㄛˊ	媒婆 5
ㄇㄟˊ ㄖㄢˇ ㄐㄧˋ	媒染劑 0
ㄇㄟˊ ㄓˊ	媒質 1
ㄇㄟˊ ㄊㄧˇ	媒體 3935
ㄇㄟˊ ㄊㄧˇ ㄌㄨㄢˋ ㄒㄧㄤˋ	媒體亂象 2
ㄇㄟˊ ㄊㄧˇ ㄖㄣˊ	媒體人 16
ㄇㄟˊ ㄊㄧˇ ㄨㄣˋ ㄊㄧˊ	媒體問題 3
ㄇㄟˊ ㄊㄧˇ ㄐㄧㄠˋ ㄩˋ	媒體教育 8
ㄇㄟˊ ㄊㄧˇ ㄧㄝˋ	媒體業 6
ㄇㄟˊ ㄊㄧˇ ㄙㄨˋ ㄧㄤˇ	媒體素養 25
ㄇㄟˊ ㄊㄧˇ ㄧˋ ㄕㄨˋ	媒體藝術 12
ㄇㄟˊ ㄊㄧˇ ㄕˋ ㄉㄨˊ	媒體識讀 20
ㄇㄟˋ ㄕˋ	媚世 0
ㄇㄟˋ ㄙㄨˊ	媚俗 11
ㄇㄟˋ ㄨㄞˋ	媚外 2
ㄇㄟˋ ㄏㄨㄛˋ	魅惑 5 媚惑 1
ㄇㄟˋ ㄊㄞˋ	媚態 1
ㄇㄟˋ ㄧㄢˇ	媚眼 5
ㄇㄟˋ ㄒㄧㄠˋ	媚笑 2
ㄨㄚ ㄍㄢˇ	媧桿 0
ㄨㄚ ㄌㄨㄣˊ	媧輪 0
ㄆㄧˋ ㄇㄟˇ	媲美 33
ㄒㄧˊ ㄈㄨˋ	媳婦 137
ㄇㄚ ㄇㄧ	媽咪 40
ㄇㄚ ㄇㄚ	媽媽 2366 嬤嬤 2
ㄇㄚ ㄇㄚ˙	媽媽 2366 嬤嬤 2
ㄇㄚ ㄇㄚ ㄇㄧ ㄧㄚ	媽媽咪呀 0
ㄇㄚ ㄇㄚ ㄙㄤ	媽媽桑 2
ㄇㄚ ㄉㄜ˙	媽的 126
ㄇㄚ ㄗㄨˇ	媽祖 230
ㄇㄚ ㄗㄨˇ ㄇㄧㄠˋ	媽祖廟 24
ㄍㄡˋ ㄏㄜˊ	媾和 1
ㄍㄡˋ ㄏㄜˊ ㄢˋ	媾和案 0
ㄐㄧㄚˋ ㄖㄣˊ	嫁人 9
ㄐㄧㄚˋ ㄖㄨˋ	嫁入 7 架入 0
ㄐㄧㄚˋ ㄔㄨ	嫁出 7 架出 2
ㄐㄧㄚˋ ㄔㄨ ㄌㄞˊ	嫁出來 0 架出來 0
ㄐㄧㄚˋ ㄔㄨ ㄑㄩˋ	嫁出去 7 架出去 0
ㄐㄧㄚˋ ㄉㄠˋ	嫁到 38 駕到 7 架到 5
ㄐㄧㄚˋ ㄑㄩˋ	架去 3 嫁去 0 駕去 0
ㄐㄧㄚˋ ㄓㄨㄤ	嫁妝 25 嫁裝 0
ㄐㄧㄚˋ ㄓㄨㄤ ㄈㄟˋ	嫁妝費 0
ㄐㄧㄚˋ ㄑㄩˇ	嫁娶 9
ㄐㄧㄚˋ ㄐㄧㄝ	嫁接 3
ㄐㄧㄚˋ ㄍㄡˇ ㄙㄨㄟˊ ㄍㄡˇ	嫁狗隨狗 1
ㄐㄧㄚˋ ㄏㄨㄛˋ	嫁禍 7
ㄐㄧㄚˋ ㄕㄚ	嫁紗 0
ㄐㄧㄚˋ ㄍㄟˇ	嫁給 102
ㄐㄧㄚˋ ㄗㄡˇ	架走 2 嫁走 0 駕走 0
ㄐㄧㄚˋ ㄍㄨㄛˋ ㄌㄞˊ	嫁過來 4
ㄐㄧㄚˋ ㄍㄨㄛˋ ㄑㄩˋ	嫁過去 2
ㄐㄧㄚˋ ㄐㄧ ㄙㄨㄟˊ ㄐㄧ	嫁雞隨雞 0
ㄙㄠˇ ㄈㄨ ㄖㄣˊ	嫂夫人 0
ㄙㄠˇ ㄙㄠˇ	嫂嫂 23
ㄙㄠˇ ㄙㄠ˙	嫂嫂 23
ㄙㄠˇ ㄗ˙	嫂子 12
ㄐㄧˊ ㄉㄨˋ	極度 125 嫉妒 57
ㄐㄧˋ ㄉㄨˋ	嫉妒 57 忌妒 12 季度 2
ㄐㄧˊ ㄉㄨˋ ㄒㄧㄣ	嫉妒心 1
ㄐㄧˊ ㄏㄣˋ	嫉恨 0
ㄐㄧˊ ㄜˋ	嫉惡 5 極惡 4 疾惡 0
ㄐㄧˊ ㄜˋ ㄖㄨˊ ㄔㄡˊ	嫉惡如仇 5
ㄋㄧㄠˇ ㄋㄨㄛˊ	嫋娜 1
ㄋㄧㄠˇ ㄋㄧㄠˇ	裊裊 12 鳥鳥 3 嫋嫋 0
ㄒㄧㄢˊ ㄖㄣˊ	賢人 10 閒人 10 嫌人 7 閑人 0
ㄒㄧㄢˊ ㄖㄣˊ ㄐㄧㄚ	嫌人家 1
ㄒㄧㄢˊ ㄧㄢˋ	嫌厭 0
ㄒㄧㄢˊ ㄐㄧˋ	嫌忌 0
ㄒㄧㄢˊ ㄏㄣˋ	嫌恨 0 銜恨 0
ㄒㄧㄢˊ ㄨˋ	嫌惡 11
ㄒㄧㄢˊ ㄗㄥ	嫌憎 2
ㄒㄧㄢˊ ㄑㄧˋ	嫌棄 17 閒氣 1 銜泣 0
ㄒㄧㄢˊ ㄈㄢˋ	嫌犯 159
ㄒㄧㄢˊ ㄧˊ ㄈㄢˋ	嫌疑犯 14
ㄒㄧㄢˊ ㄆㄧㄣˊ ㄞˋ ㄈㄨˋ	嫌貧愛富 1
ㄒㄧㄢˊ ㄒㄧˋ	嫌隙 9 閒隙 1
ㄆㄧㄠˊ ㄐㄧˋ	嫖妓 15
ㄆㄧㄠˊ ㄎㄜˋ	嫖客 15
ㄆㄧㄠˊ ㄉㄨˇ	嫖賭 0
ㄇㄢˋ ㄇㄚˋ	謾罵 27 漫罵 2 嫚罵 0
ㄌㄧˊ ㄈㄨˋ	嫠婦 0
ㄉㄧˊ ㄔㄨㄢˊ	嫡傳 3 敵船 0
ㄉㄧˊ ㄔㄨㄢˊ ㄉㄧˋ ㄗˇ	嫡傳弟子 0
ㄉㄧˊ ㄔㄨ	嫡出 0
ㄉㄧˊ ㄗˇ	嫡子 0
ㄉㄧˊ ㄇㄨˇ	嫡母 0
ㄉㄧˊ ㄆㄞˋ	嫡派 0
ㄉㄧˊ ㄒㄧˋ	嫡系 2
ㄉㄧˊ ㄑㄧㄣ	嫡親 1
ㄉㄧˊ ㄓㄤˇ ㄗˇ	嫡長子 0
ㄧㄢ ㄖㄢˊ	嫣然 4
ㄧㄢ ㄖㄢˊ ㄧˊ ㄒㄧㄠˋ	嫣然一笑 1
ㄧㄢ ㄏㄨㄥˊ	殷紅 3 嫣紅 2
ㄔㄤˊ ㄜˊ	嫦娥 34
ㄔㄤˊ ㄜˊ ㄅㄣ ㄩㄝˋ	嫦娥奔月 0
ㄋㄣˋ ㄔㄥˊ	嫩城 0
ㄋㄣˋ ㄋㄣˋ	嫩嫩 8
ㄋㄣˋ ㄐㄧㄤ	嫩江 0 嫩薑 0
ㄋㄣˋ ㄐㄧㄤ ㄕㄥˇ	嫩江省 0
ㄋㄣˋ ㄏㄨㄚˊ ㄋㄧㄡˊ ㄖㄡˋ ㄏㄨㄛˇ ㄍㄨㄛ	嫩滑牛肉火鍋 1
ㄋㄣˋ ㄆㄧˊ	嫩皮 0
ㄋㄣˋ ㄏㄨㄥˊ	嫩紅 1
ㄋㄣˋ ㄌㄩˋ	嫩綠 8
ㄋㄣˋ ㄌㄩˋ ㄙㄜˋ	嫩綠色 0
ㄋㄣˋ ㄖㄡˋ	嫩肉 4
ㄋㄣˋ ㄈㄨ	嫩膚 0
ㄋㄣˋ ㄧㄚˊ	嫩芽 15
ㄋㄣˋ ㄧㄝˋ	嫩葉 11
ㄋㄣˋ ㄏㄨㄤˊ	嫩黃 4
ㄨˇ ㄇㄟˋ	嫵媚 31
ㄨˇ ㄇㄟˋ ㄉㄨㄥˋ ㄖㄣˊ	嫵媚動人 0
ㄒㄧㄢˊ ㄕㄡˊ	嫻熟 18
ㄒㄧㄢˊ ㄒㄧˊ	嫻習 0
ㄒㄧㄢˊ ㄧㄚˇ	嫻雅 1 閒雅 1
ㄒㄧㄢˊ ㄐㄧㄥˋ	閑靜 2 嫻靜 1
ㄒㄧ ㄒㄧˋ	嬉戲 47
ㄒㄧ ㄆㄧˇ	嬉痞 5
ㄒㄧ ㄆㄧˊ	嬉皮 185 西皮 1
ㄒㄧ ㄕㄨㄚˇ	嬉耍 1
ㄒㄧ ㄧㄡˊ	西遊 28 嬉遊 2
ㄒㄧ ㄋㄠˋ	嬉鬧 12
ㄔㄢˊ ㄐㄩㄢ	嬋娟 1 蟬娟 0
ㄔㄢˊ ㄩㄢˊ	嬋媛 0
ㄐㄧㄠ ㄔㄣ	嬌嗔 1
ㄐㄧㄠ ㄑㄧ	嬌妻 7 膠漆 0
ㄐㄧㄠ ㄨㄚˊ	嬌娃 3
ㄐㄧㄠ ㄇㄟˋ	嬌媚 10
ㄐㄧㄠ ㄇㄟˋ ㄉㄨㄥˋ ㄖㄣˊ	嬌媚動人 0
ㄐㄧㄠ ㄋㄣˋ	嬌嫩 7
ㄐㄧㄠ ㄋㄣˋ ㄩˋ ㄉㄧ	嬌嫩欲滴 2
ㄐㄧㄠ ㄐㄧㄠ ㄋㄩˇ	嬌嬌女 0
ㄐㄧㄠ ㄐㄧㄠ ㄋㄣˋ ㄋㄣˋ	嬌嬌嫩嫩 0
ㄐㄧㄠ ㄎㄜˋ	教課 36 嬌客 13
ㄐㄧㄠ ㄒㄧㄠˇ	嬌小 37
ㄐㄧㄠ ㄒㄧㄠˇ ㄌㄧㄥˊ ㄌㄨㄥˊ	嬌小玲瓏 6
ㄐㄧㄠ ㄊㄞˋ	嬌態 2 驕態 0
ㄐㄧㄠ ㄍㄨㄢˋ	澆灌 10 教慣 1 嬌慣 0
ㄐㄧㄠ ㄏㄢ	嬌憨 1
ㄐㄧㄠ ㄖㄡˊ	嬌柔 8
ㄐㄧㄠ ㄑㄧˋ	驕氣 3 嬌氣 2
ㄐㄧㄠ ㄉㄧ ㄉㄧ	嬌滴滴 4
ㄐㄧㄠ ㄕㄥ ㄍㄨㄢˋ ㄧㄤˇ	嬌生慣養 3
ㄐㄧㄠ ㄕㄥ ㄍㄨㄟˋ ㄧㄤˇ	嬌生貴養 0
ㄐㄧㄠ ㄗㄨㄥˋ	驕縱 4 嬌縱 0
ㄐㄧㄠ ㄒㄧㄡ	嬌羞 3
ㄐㄧㄠ ㄧㄢˋ	嬌豔 6 嬌艷 3
ㄐㄧㄠ ㄧㄢˋ ㄉㄨㄥˋ ㄖㄣˊ	嬌艷動人 0
ㄐㄧㄠ ㄧㄢˋ ㄩˋ ㄉㄧ	嬌艷欲滴 0
ㄐㄧㄠ ㄌㄢˊ	嬌蘭 1
ㄐㄧㄠ ㄍㄨㄟˋ	嬌貴 5
ㄆㄧㄣˊ ㄈㄟ	嬪妃 1
ㄆㄧㄣˊ ㄗㄨㄥˋ	嬪從 0
ㄧㄥ ㄦˊ	嬰兒 338
ㄧㄥ ㄦˊ ㄕˋ	嬰兒室 3
ㄧㄥ ㄦˊ ㄈㄤˊ	嬰兒房 1
ㄧㄥ ㄦˊ ㄑㄧˊ	嬰兒期 6
ㄧㄥ ㄦˊ ㄧㄡˊ	嬰兒油 4
ㄧㄥ ㄏㄞˊ	嬰孩 19
ㄧㄥ ㄧㄡˋ ㄦˊ	嬰幼兒 35
ㄕㄣˇ ㄆㄛˊ	嬸婆 11
ㄕㄣˇ ㄕㄣˇ	嬸嬸 17
ㄕㄣˇ ㄕㄣ˙	嬸嬸 17
ㄕㄣˇ ㄇㄨˇ	嬸母 0
ㄕㄨㄤ ㄈㄨˋ	孀婦 0
ㄕㄨㄤ ㄐㄩ	孀居 0
ㄌㄩㄢˇ ㄊㄨㄥˊ	孌童 0
ㄗˇ ㄔㄡˇ ㄧㄣˊ ㄇㄠˇ	子丑寅卯 0
ㄗˇ ㄉㄞˋ	子代 28
ㄗˇ ㄌㄞˊ	子來 149
ㄗˇ ㄐㄧㄢˋ	子健 5
ㄗˇ ㄦ	子兒 10
ㄗˇ ㄦˊ	子兒 10
ㄗˇ ㄍㄨㄥ ㄙ	子公司 73
ㄗˇ ㄨˇ ㄧˊ	子午儀 0
ㄗˇ ㄨˇ ㄒㄧㄢˋ	子午線 3
ㄗˇ ㄎㄡˇ	子口 21
ㄗˇ ㄐㄩˋ	子句 16
ㄗˇ ㄙˋ	子嗣 5
ㄗˇ ㄋㄤˊ	子囊 0
ㄗˇ ㄋㄤˊ ㄎㄜˊ	子囊殼 0
ㄗˇ ㄋㄤˊ ㄐㄩㄣˋ ㄌㄟˋ	子囊菌類 0
ㄗˇ ㄒㄧㄚˋ	子夏 27
ㄗˇ ㄧㄝˋ	子夜 16 子葉 7
ㄗˇ ㄋㄩˇ	子女 658
ㄗˇ ㄓˊ	子姪 1
ㄗˇ ㄒㄩˋ	子婿 0
ㄗˇ ㄗˇ ㄙㄨㄣ ㄙㄨㄣ	子子孫孫 8
ㄗˇ ㄙㄨㄣ	子孫 167
ㄗˇ ㄙㄨㄣ ㄇㄢˇ ㄊㄤˊ	子孫滿堂 0
ㄗˇ ㄙㄨㄣ ㄨㄢˋ ㄉㄞˋ	子孫萬代 0
ㄗˇ ㄍㄨㄥ	子宮 209
ㄗˇ ㄍㄨㄥ ㄋㄟˋ ㄇㄛˋ ㄞˊ	子宮內膜癌 1
ㄗˇ ㄍㄨㄥ ㄋㄟˋ ㄇㄛˋ ㄧㄢˊ	子宮內膜癌 1
ㄗˇ ㄍㄨㄥ ㄋㄟˋ ㄅㄧˋ ㄩㄣˋ ㄑㄧˋ	子宮內避孕器 1
ㄗˇ ㄍㄨㄥ ㄨㄞˋ ㄩㄣˋ	子宮外孕 1
ㄗˇ ㄍㄨㄥ ㄊㄠˋ	子宮套 0
ㄗˇ ㄍㄨㄥ ㄏㄨㄢˊ	子宮環 1
ㄗˇ ㄍㄨㄥ ㄞˊ	子宮癌 5
ㄗˇ ㄍㄨㄥ ㄧㄢˊ	子宮癌 5
ㄗˇ ㄍㄨㄥ ㄐㄧ ㄌㄧㄡˊ	子宮肌瘤 10
ㄗˇ ㄍㄨㄥ ㄐㄧㄥˇ	子宮頸 109
ㄗˇ ㄍㄨㄥ ㄐㄧㄥˇ ㄇㄛˇ ㄆㄧㄢˋ	子宮頸抹片 7
ㄗˇ ㄍㄨㄥ ㄐㄧㄥˇ ㄞˊ	子宮頸癌 58
ㄗˇ ㄍㄨㄥ ㄐㄧㄥˇ ㄧㄢˊ	子宮頸癌 58
ㄗˇ ㄕˊ	子時 46 子實 12 籽實 0
ㄗˇ ㄉㄧˋ	子弟 173
ㄗˇ ㄉㄧˋ ㄅㄧㄥ	子弟兵 22
ㄗˇ ㄉㄧˋ ㄒㄧˋ	子弟戲 0
ㄗˇ ㄓㄤ	子張 29
ㄗˇ ㄉㄢˋ	子彈 145
ㄗˇ ㄉㄢˋ ㄒㄧㄥˊ	子彈型 0
ㄗˇ ㄉㄢˋ ㄊㄡˊ	子彈頭 2
ㄗˇ ㄙ	子思 9
ㄗˇ ㄒㄧˊ	子息 3
ㄗˇ ㄈㄤˊ	子房 5
ㄗˇ ㄈㄤˊ ㄅㄧˋ	子房壁 0
ㄗˇ ㄩㄝ	子曰 454
ㄗˇ ㄖㄢˇ ㄙㄜˋ ㄊㄧˇ	子染色體 0
ㄗˇ ㄅㄧㄠ ㄊㄧˊ	子標題 0
ㄗˇ ㄕㄨˋ	子樹 32 梓樹 1
ㄗˇ ㄇㄨˇ	子母 4
ㄗˇ ㄇㄨˇ ㄉㄢˋ	子母彈 0
ㄗˇ ㄇㄨˇ ㄔㄨㄢˊ	子母船 0
ㄗˇ ㄇㄨˇ ㄎㄡˋ	子母釦 0
ㄗˇ ㄇㄧㄣˊ	子民 41
ㄗˇ ㄐㄩㄝˊ	子爵 5
ㄗˇ ㄐㄩㄝˊ ㄈㄨ ㄖㄣˊ	子爵夫人 0
ㄗˇ ㄏㄨㄢˊ	子環 2
ㄗˇ ㄔㄢˇ	子產 51
ㄗˇ ㄧㄡˊ	子由 2
ㄗˇ ㄇㄨˋ	子目 19
ㄗˇ ㄓㄢ	子瞻 0
ㄗˇ ㄌㄧˋ	子粒 5
ㄗˇ ㄒㄩ	子虛 10
ㄗˇ ㄒㄩ ㄨ ㄧㄡˇ	子虛烏有 4
ㄗˇ ㄍㄨㄟ	子規 6
ㄗˇ ㄍㄨㄟ ㄋㄧㄠˇ	子規鳥 1
ㄗˇ ㄍㄨㄥˋ	子貢 62
ㄗˇ ㄌㄨˋ	子路 68
ㄗˇ ㄅㄨˋ	子部 8
ㄗˇ ㄐㄧㄣ	子金 6 紫金 6
ㄗˇ ㄐㄧˊ ㄏㄜˊ	子集合 0
ㄗˇ ㄧㄣ	子音 8
ㄐㄧㄝˊ ㄐㄩㄝˊ	孑孓 22
ㄐㄧㄝˊ ㄖㄢˊ	截然 104 孑然 6
ㄐㄧㄝˊ ㄖㄢˊ ㄧ ㄕㄣ	孑然一身 5
ㄐㄧㄝˊ ㄖㄢˊ ㄧˋ ㄕㄣ	孑然一身 5
ㄎㄨㄥˇ ㄑㄧㄡ	孔丘 4
ㄎㄨㄥˇ ㄎㄡˇ	孔口 0
ㄎㄨㄥˇ ㄒㄧㄥˊ	孔型 0
ㄎㄨㄥˇ ㄇㄛˋ	孔墨 0
ㄎㄨㄥˇ ㄈㄨ ㄗˇ	孔夫子 15
ㄎㄨㄥˇ ㄗˇ	孔子 586
ㄎㄨㄥˇ ㄗˇ ㄐㄧㄚ ㄩˇ	孔子家語 2
ㄎㄨㄥˇ ㄗˇ ㄇㄧㄠˋ	孔子廟 7
ㄎㄨㄥˇ ㄗˇ ㄉㄢˋ ㄔㄣˊ ㄐㄧˋ ㄋㄧㄢˋ	孔子誕辰紀念 2
ㄎㄨㄥˇ ㄇㄥˋ	孔孟 14
ㄎㄨㄥˇ ㄇㄥˋ ㄓ ㄉㄠˋ	孔孟之道 0
ㄎㄨㄥˇ ㄇㄥˋ ㄒㄩㄝˊ ㄏㄨㄟˋ	孔孟學會 0
ㄎㄨㄥˇ ㄒㄧˊ ㄅㄨˋ ㄋㄨㄢˇ	孔席不暖 0
ㄎㄨㄥˇ ㄇㄧㄠˋ	孔廟 38
ㄎㄨㄥˇ ㄐㄧㄥˋ	孔徑 4
ㄎㄨㄥˇ ㄉㄜˊ	孔德 8
ㄎㄨㄥˇ ㄐㄧˊ	孔急 5
ㄎㄨㄥˇ ㄣ	孔恩 14
ㄎㄨㄥˇ ㄐㄧㄠˋ	孔教 0
ㄎㄨㄥˇ ㄕㄨˋ	孔數 0
ㄎㄨㄥˇ ㄈㄤ ㄒㄩㄥ	孔方兄 1
ㄎㄨㄥˇ ㄇㄧㄥˊ	孔明 25
